Sentence Utterance,Action,Object
สมัครแพ็กเกจเสริม,buy,package
สมัครแพ็กเก็จไปตอนนี้เหลือการใช้งานเท่าไหร่ค่ะ,enquire,balance
สมัครแพ็กเกจอินเตอร์เน็ต,buy,package
สมัครแพ็กเก็จอินเตอร์เน็ต49บาทค่ะ,buy,package
สมัครแพ็กเก็จอินเตอร์เน็ต49บาทค่ะ,buy,package
สมัครแพ็กเก็จอินเตอร์เน็ต49บาทค่ะ,buy,package
สมัครแพ็กเกจอินเตอร์เน็ตแบบรายวัน,buy,package
สมัครแพ็กเก็จอินเตอร์เน็ตให้หน่อยครับ,buy,package
สมัครแพ็กเก็จอินเตอร์เน็ตให้หน่อยครับ,buy,package
สมัครแพ็กเก็จอินเตอร์เน็ตให้หน่อยครับ,buy,package
สมัครแพ็กเก็จอินเตอร์เน็ตอ่ะครับ,buy,package
สมัครแพ็กเก็จอินเตอร์เน็ตอ่ะครับ,buy,package
สมัครแพ็กเกจอินเตอร์เน็ทค่ะ ,buy,package
สมัครแพ็กเก็จอินเตอร์ไปแล้วทำไมใช้งานไม่ได้ค่ะ,report,phone_issues
สมัครแพ็กเก็จอินเตอร์ไปแล้วทำไมใช้งานไม่ได้ค่ะ,report,phone_issues
สมัครแพ็กเก็ตเน็ตครับ,buy,package
สมัครแพคเกจ 49 บาท รายวันครับ,buy,package
สมัครแพคเกจ 599 แต่ยังใช้งานไม่ได้ครับ,report,phone_issues
สมัครแพคเกจเสริม 450 บาท กดแล้วมันแจ้งว่าเครือข่ายใช้ไม่ได้ครับ,buy,package
สมัครแพคเกจเสริม ดาต้า,buy,package
สมัครแพคเกจเสริมสามจี ที่ใช้เน็ตได้,buy,package
สมัครแพ็คเกจแล้ว แต่ใช้งานไม่ได้เครื่องแบล็คเบอร์รี่8520,enquire,mobile_setting
สมัครแพคเกจไป แล้วใช้งานไม่ได้ค่ะพี่,report,suspend
สมัครแพ็คเกจของสามจี ตอนนี้มีปัญหาการใช้งาน คือใช้สามจีไม่ได้,enquire,internet
สมัครแพ็คเกจของสามจี ตอนนี้มีปัญหาการใช้งาน คือใช้สามจีไม่ได้,enquire,internet
สมัครแพคเกจค่ะ,buy,package
สมัครแพ็คเกจอะไรได้แล้ว แต่พอต่อสาย USB ยังเล่นไม่ได้ค่ะ ,enquire,mobile_setting
สมัครแพ็คเกจอินเตอร์เน็ตครับ ,buy,package
สมัครแพคเกจอินเตอร์เน็ตค่ะ,buy,package
สมัครแพ็คเกจอินเตอร์เนตรายวันคะ,buy,package
สมัครแพ็คเกจอินเตอร์เน็ตรายวันหน่ะค่ะ,buy,package
สมัครแพคเจเฟสบุ๊คไป 2 รอบแล้ว เสียค่าบริการ 2 รอบแล้ว แต่ว่าเล่นไม่ได้เลยค่ะ,enquire,internet
สมัครแพ็จเก็จ internet รายวัน,buy,package
สมัครแพจเกจเสริมของทรูไวไฟไป แล้วพอดีว่าขอ username password ไป ตอนนี้ยังไม่ได้เลยค่ะ,enquire,internet
สมัครแพจเกจเสริมของทรูไวไฟไป แล้วพอดีว่าขอ username พาสเวิร์ด ไป ตอนนี้ยังไม่ได้เลยค่ะ,enquire,internet
สมัครโทรฟรีรายวัน,buy,package
สมัครโทรฟรีรายวัน,buy,package
สมัครโปร 3 g ครับ 150 บาท 150 MB ครับ,buy,package
สมัครโปร BB อ่ะค่ะ แบบ 7 วัน ราคา 75 บาท,buy,package
